County,Zip,School,Type of Organization,Any Building with Lead-Free Plumbing?,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,Results ≤ 15 ppb,County Location
Bronx,10469,X921,Public School,No,6.0,0.0,6.0,0.0,"(40.866474, -73.850510)"
Bronx,10470,X016,Public School,No,54.0,0.0,54.0,0.0,"(40.902311, -73.854231)"
Bronx,10471,X081,Public School,No,77.0,0.0,77.0,0.0,"(40.903275, -73.904657)"
Bronx,10472,X047,Public School,No,76.0,0.0,76.0,0.0,"(40.832529, -73.866974)"
Bronx,10472,X077,Public School,No,96.0,0.0,96.0,0.0,"(40.830811, -73.877305)"
Bronx,10472,X119,Public School,No,77.0,0.0,77.0,0.0,"(40.828474, -73.857392)"
Bronx,10472,X123,Public School,No,69.0,0.0,69.0,0.0,"(40.824989, -73.874162)"
Bronx,10472,X125,Public School,No,101.0,0.0,101.0,0.0,"(40.829153, -73.857882)"
Bronx,10472,X152,Public School,No,140.0,0.0,140.0,0.0,"(40.823941, -73.880479)"
Bronx,10472,X317,Public School,Yes,131.0,0.0,131.0,0.0,"(40.826949, -73.859622)"
Bronx,10472,X420,Public School,No,138.0,0.0,138.0,0.0,"(40.832508, -73.878191)"
Bronx,10472,X423,Public School,No,180.0,0.0,180.0,0.0,"(40.832508, -73.878191)"
Bronx,10473,X069,Public School,No,41.0,0.0,41.0,0.0,"(40.8167, -73.86046)"
Bronx,10473,X093,Public School,No,50.0,0.0,50.0,0.0,"(40.822522, -73.877274)"
Bronx,10473,X100,Public School,No,139.0,0.0,139.0,0.0,"(40.822552, -73.86276)"
Bronx,10473,X107,Public School,No,56.0,0.0,56.0,0.0,"(40.819221, -73.868735)"
Bronx,10473,X131,Public School,No,132.0,0.0,132.0,0.0,"(40.822925, -73.859998)"
Bronx,10473,X138,Public School,No,101.0,0.0,101.0,0.0,"(40.822288, -73.853157)"
Bronx,10473,X174,Public School,No,136.0,0.0,136.0,0.0,"(40.815043, -73.856070)"
Bronx,10473,X182,Public School,No,119.0,0.0,119.0,0.0,"(40.818925, -73.856976)"
Bronx,10473,X450,Public School,No,179.0,0.0,179.0,0.0,"(40.821218, -73.855930)"
Bronx,10473,X869,Public School,No,15.0,0.0,15.0,0.0,"(40.816700, -73.860460)"
Bronx,10473,X880,Public School,No,30.0,0.0,30.0,0.0,"(40.817852, -73.861642)"
Bronx,10474,X048,Public School,No,83.0,0.0,83.0,0.0,"(40.814034, -73.886834)"
Bronx,10474,X074,Public School,No,161.0,0.0,161.0,0.0,"(40.815827, -73.885284)"
Bronx,10474,X988,Public School,No,30.0,0.0,30.0,0.0,"(40.816494, -73.890278)"
Bronx,10475,X153,Public School,No,122.0,0.0,122.0,0.0,"(40.874035, -73.831669)"
Bronx,10475,X160,Public School,No,162.0,0.0,162.0,0.0,"(40.864073, -73.823816)"
Bronx,10475,X178,Public School,No,124.0,0.0,124.0,0.0,"(40.874035, -73.831669)"
Bronx,10475,X180,Public School,No,105.0,0.0,105.0,0.0,"(40.874035, -73.831669)"
Bronx,10475,X181,Public School,No,100.0,0.0,100.0,0.0,"(40.874035, -73.831669)"
Bronx,10475,X189,Public School,No,160.0,0.0,160.0,0.0,"(40.882778, -73.830616)"
Bronx,10475,X455,Public School,No,362.0,0.0,362.0,0.0,"(40.874035, -73.831669)"
Bronx,10475,X456,Public School,No,5.0,0.0,5.0,0.0,"(40.874035, -73.831669)"
Bronx,10475,X701,Public School,No,9.0,0.0,9.0,0.0,"(40.882980, -73.831856)"
Broome,13732,BROOME-DELAWARE-TIOGA BOCES WEST LEARNING CENTER,BOCES School,No,31.0,2.0,31.0,2.0,"(42.122015, -75.933191)"
Broome,13754,DEPOSIT ES,Public School,No,80.0,2.0,80.0,2.0,"(42.122015, -75.933191)"
Broome,13754,DEPOSIT JSHS,Public School,No,38.0,3.0,38.0,3.0,"(42.122015, -75.933191)"
Broome,13760,ANN G MCGUINNESS INTRMD SCH,Public School,No,34.0,6.0,34.0,6.0,"(42.122015, -75.933191)"
Broome,13760,CHARLES F JOHNSON JR ES,Public School,No,61.0,2.0,61.0,2.0,"(42.122015, -75.933191)"
Broome,13760,GEORGE F. JOHNSON ES,Public School,No,102.0,3.0,102.0,3.0,"(42.122015, -75.933191)"
Broome,13760,HOMER BRINK SCHOOL,Public School,No,46.0,2.0,46.0,2.0,"(42.122015, -75.933191)"
Broome,13760,JENNIE F SNAPP MS,Public School,No,121.0,13.0,121.0,13.0,"(42.122015, -75.933191)"
Broome,13760,LINNAEUS W. WEST SCHOOL,Public School,No,39.0,4.0,39.0,4.0,"(42.122015, -75.933191)"
Broome,13760,MAINE ENDWELL MS,Public School,No,49.0,21.0,49.0,21.0,"(42.122015, -75.933191)"
Broome,13760,MAINE ENDWELL SHS,Public School,No,69.0,11.0,69.0,11.0,"(42.122015, -75.933191)"
Broome,13760,THOMAS J WATSON SR ES,Public School,No,35.0,10.0,35.0,10.0,"(42.122015, -75.933191)"
Broome,13760,UNION ENDICOTT SHS,Public School,No,136.0,16.0,136.0,16.0,"(42.122015, -75.933191)"
Broome,13787,HARPURSVILLE JSHS,Public School,No,84.0,21.0,84.0,21.0,"(42.122015, -75.933191)"
Broome,13787,W A OLMSTED ES,Public School,No,68.0,16.0,68.0,16.0,"(42.122015, -75.933191)"
Broome,13790,JOHNSON CITY ELEMENTARY/PRIMARY SCHOOL,Public School,No,23.0,0.0,23.0,0.0,"(42.122015, -75.933191)"
Broome,13790,JOHNSON CITY MIDDLE SCHOOL,Public School,No,24.0,0.0,24.0,0.0,"(42.122015, -75.933191)"
Broome,13790,JOHNSON CITY SENIOR HIGH SCHOOL,Public School,No,30.0,7.0,30.0,7.0,"(42.122015, -75.933191)"
Broome,13795,FLOYD BELL ES,Public School,No,42.0,2.0,42.0,2.0,"(42.122015, -75.933191)"
Broome,13802,MAINE MEMORIAL SCHOOL,Public School,No,33.0,14.0,33.0,14.0,"(42.122015, -75.933191)"
Broome,13850,CLAYTON AVE ES,Public School,No,99.0,2.0,99.0,2.0,"(42.122015, -75.933191)"
Broome,13850,VESTAL MIDDLE SCHOOL,Public School,No,101.0,2.0,101.0,2.0,"(42.122015, -75.933191)"
Broome,13850,VESTAL SHS,Public School,No,248.0,16.0,248.0,16.0,"(42.122015, -75.933191)"
Broome,13862,TR ACADEMY,Public School,No,43.0,3.0,43.0,3.0,"(42.122015, -75.933191)"
Broome,13865,C R WEEKS ES,Public School,No,43.0,2.0,43.0,2.0,"(42.122015, -75.933191)"
Broome,13865,WINDSOR SHS,Public School,No,53.0,19.0,53.0,19.0,"(42.122015, -75.933191)"
Broome,13901,CHENANGO FORKS MIDDLE SCHOOL,Public School,No,31.0,1.0,31.0,1.0,"(42.122015, -75.933191)"
Broome,13905,(LEAD ONLY) BROOME-DELAWARE-TIOGA BOCES LESLIE F DISTIN ED CTR,BOCES School,No,144.0,1.0,144.0,1.0,"(42.122015, -75.933191)"
Broome,13905,BROOME-DELAWARE-TIOGA BOCES,BOCES School,No,143.0,1.0,143.0,1.0,"(42.122015, -75.933191)"
Cattaraugus,14009,ARCADE ES,Public School,No,131.0,0.0,131.0,0.0,"(42.224267, -78.606673)"
Cattaraugus,14042,DELEVAN ES,Public School,No,59.0,0.0,59.0,0.0,"(42.224267, -78.606673)"
Cattaraugus,14070,GOWANDA ES,Public School,No,88.0,7.0,88.0,7.0,"(42.224267, -78.606673)"
Cattaraugus,14070,GOWANDA MS,Public School,No,33.0,8.0,33.0,8.0,"(42.224267, -78.606673)"
Cattaraugus,14070,GOWANDA SHS,Public School,No,42.0,8.0,42.0,8.0,"(42.224267, -78.606673)"
Cattaraugus,14075,RANDOLPH ACADEMY HAMBURG CAMPUS,Public School,Yes (Entire Building),51.0,1.0,51.0,1.0,"(42.224267, -78.606673)"
Cattaraugus,14173,PIONEER MS,Public School,No,78.0,2.0,78.0,2.0,"(42.224267, -78.606673)"
Cattaraugus,14173,PIONEER SHS,Public School,No,111.0,0.0,111.0,0.0,"(42.224267, -78.606673)"
Cattaraugus,14706,ALLEGANY LIMESTONE ES,Public School,No,98.0,2.0,98.0,2.0,"(42.224267, -78.606673)"
Cattaraugus,14706,ALLEGANY-LIMESTONE HS,Public School,No,62.0,3.0,62.0,3.0,"(42.224267, -78.606673)"
Cattaraugus,14706,ALLEGANY-LIMESTONE MS,Public School,No,65.0,0.0,65.0,0.0,"(42.224267, -78.606673)"
Cattaraugus,14719,CATTARAUGUS CAMP US ES,Public School,No,81.0,2.0,81.0,2.0,"(42.224267, -78.606673)"
Cattaraugus,14719,CATTARAUGUS-LITTLE VALLEY HS,Public School,No,95.0,1.0,95.0,1.0,"(42.224267, -78.606673)"
Cattaraugus,14731,(LEAD ONLY) CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES ELLICOTTVILLE AREA OCC CTR,BOCES School,No,41.0,3.0,41.0,3.0,"(42.224267, -78.606673)"
Cattaraugus,14731,ELLICOTTVILLE ES,Public School,No,61.0,5.0,61.0,5.0,"(42.224267, -78.606673)"
Cattaraugus,14731,ELLICOTTVILLE MSHS,Public School,Yes (Partial Building),49.0,4.0,49.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14737,FRANKLINVILLE ES,Public School,No,98.0,7.0,98.0,7.0,"(42.224267, -78.606673)"
Cattaraugus,14737,FRANKLINVILLE JSHS,Public School,No,71.0,11.0,71.0,11.0,"(42.224267, -78.606673)"
Cattaraugus,14743,HINSDALE CENTRAL SCHOOL,Public School,No,67.0,4.0,67.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14760,(LEAD ONLY) CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES OLEAN SO AREA OCC CTR,BOCES School,No,53.0,1.0,53.0,1.0,"(42.224267, -78.606673)"
Cattaraugus,14760,EAST VIEW ES,Public School,No,45.0,4.0,45.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14760,OLEAN JHS,Public School,No,48.0,4.0,48.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14760,OLEAN SHS,Public School,No,135.0,4.0,135.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14760,WASHINGTON WEST ES,Public School,No,42.0,8.0,42.0,8.0,"(42.224267, -78.606673)"
Cattaraugus,14770,PORTVILLE ES,Public School,No,182.0,9.0,182.0,9.0,"(42.224267, -78.606673)"
Cattaraugus,14772,RANDOLPH ES,Public School,No,40.0,4.0,40.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14772,RANDOLPH JSHS,Public School,No,26.0,1.0,26.0,1.0,"(42.224267, -78.606673)"
Cattaraugus,14779,PROSPECT ES,Public School,No,77.0,4.0,77.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14779,SALAMANCA JUNIOR SENIOR HIGH SCHOOL,Public School,No,37.0,4.0,37.0,4.0,"(42.224267, -78.606673)"
Cattaraugus,14779,SENECA ES,Public School,No,34.0,1.0,34.0,1.0,"(42.224267, -78.606673)"
Cattaraugus,14813,(LEAD ONLY) CATTARAUGUS-ALLEGANY-ERIE-WYOMING BOCES AF HAYES CENTER,BOCES School,No,63.0,2.0,63.0,2.0,"(42.224267, -78.606673)"
Cayuga,13021,(LEAD ONLY) CAYUGA-ONONDAGA BOCES REGIONAL EDUCATION CTR,BOCES School,No,61.0,4.0,61.0,4.0,"(42.940095, -76.560755)"
Cayuga,13021,AUBURN HS,Public School,No,55.0,5.0,55.0,5.0,"(42.940095, -76.560755)"
Cayuga,13021,AUBURN JUNION HIGH SCHOOL,Public School,No,58.0,1.0,58.0,1.0,"(42.940095, -76.560755)"
Cayuga,13021,CASEY PARK ES,Public School,No,31.0,3.0,31.0,3.0,"(42.940095, -76.560755)"
Cayuga,13021,HERMAN AVENUE ES,Public School,No,71.0,2.0,71.0,2.0,"(42.940095, -76.560755)"
Cayuga,13021,WILLIAM H SEWARD ELEMENTARY SCHOOL,Public School,No,70.0,2.0,70.0,2.0,"(42.940095, -76.560755)"
Cayuga,13033,CATO MERIDIAN MS / SHS,Public School,No,44.0,4.0,44.0,4.0,"(42.940095, -76.560755)"
Cayuga,13118,MILLARD FILLMORE ES,Public School,No,87.0,20.0,87.0,20.0,"(42.940095, -76.560755)"
Cayuga,13118,MORAVIA JSHS,Public School,No,68.0,13.0,68.0,13.0,"(42.940095, -76.560755)"
Cayuga,13139,SOUTHERN CAYUGA SHS,Public School,No,43.0,2.0,43.0,2.0,"(42.940095, -76.560755)"
Cayuga,13140,AA GATES ES,Public School,No,72.0,6.0,72.0,6.0,"(42.940095, -76.560755)"
Cayuga,13140,DANA L WEST JR SR High School,Public School,No,44.0,3.0,44.0,3.0,"(42.940095, -76.560755)"
Cayuga,13160,ANDREW J SMITH ELEMENTARY SCHOOL,Public School,No,79.0,0.0,79.0,0.0,"(42.940095, -76.560755)"
Cayuga,13160,UNION SPRINGS MIDDLE SCHOOL AND HIGH SCHOOL,Public School,No,112.0,0.0,112.0,0.0,"(42.940095, -76.560755)"
Chautauqua,14048,DUNKIRK HIGH SCHOOL,Public School,No,53.0,4.0,53.0,4.0,"(42.246904, -79.315313)"
Chautauqua,14048,DUNKIRK INTERMEDIATE SCHOOL,Public School,No,42.0,5.0,42.0,5.0,"(42.246904, -79.315313)"
Chautauqua,14048,SCHOOL  3,Public School,No,27.0,1.0,27.0,1.0,"(42.246904, -79.315313)"
Chautauqua,14048,SCHOOL  5,Public School,No,32.0,1.0,32.0,1.0,"(42.246904, -79.315313)"
Chautauqua,14048,SCHOOL  7,Public School,No,26.0,1.0,26.0,1.0,"(42.246904, -79.315313)"
Chautauqua,14063,ERIE 2 BOCES LOGUDICE EDUCATIONAL CENTER A BLDG,BOCES School,No,16.0,10.0,16.0,10.0,"(42.246904, -79.315313)"
Chautauqua,14063,FREDONIA ES,Public School,No,124.0,45.0,124.0,45.0,"(42.246904, -79.315313)"
Chautauqua,14063,FREDONIA HS,Public School,Yes (Partial Building),82.0,50.0,82.0,50.0,"(42.246904, -79.315313)"
Chautauqua,14063,FREDONIA MS,Public School,Yes (Partial Building),46.0,16.0,46.0,16.0,"(42.246904, -79.315313)"
Chautauqua,14136,SILVER CREEK ES,Public School,No,201.0,5.0,201.0,5.0,"(42.246904, -79.315313)"
Chautauqua,14136,SILVER CREEK HS,Public School,No,54.0,16.0,54.0,16.0,"(42.246904, -79.315313)"
Chautauqua,14136,SILVER CREEK MIDDLE SCHOOL,Public School,No,39.0,4.0,39.0,4.0,"(42.246904, -79.315313)"
Chautauqua,14701,ABRAHAM LINCOLN ELEMENTARY SCHOOL,Public School,No,56.0,4.0,56.0,4.0,"(42.246904, -79.315313)"
Chautauqua,14701,CARLYLE C RING ES,Public School,No,58.0,32.0,58.0,32.0,"(42.246904, -79.315313)"
Chautauqua,14701,CLINTON V BUSH ES,Public School,No,71.0,5.0,71.0,5.0,"(42.246904, -79.315313)"
Chautauqua,14701,G A PERSELL MS,Public School,No,28.0,4.0,28.0,4.0,"(42.246904, -79.315313)"
Chautauqua,14701,JAMESTOWN HS,Public School,No,67.0,15.0,67.0,15.0,"(42.246904, -79.315313)"
Chautauqua,14701,JEFFERSON JHS,Public School,No,33.0,5.0,33.0,5.0,"(42.246904, -79.315313)"
Chautauqua,14701,MILTON J FLETCHER ES,Public School,No,84.0,12.0,84.0,12.0,"(42.246904, -79.315313)"
Chautauqua,14701,SOUTHWESTERN ES,Public School,No,110.0,9.0,110.0,9.0,"(42.246904, -79.315313)"
Chautauqua,14701,SOUTHWESTERN MS,Public School,No,48.0,6.0,48.0,6.0,"(42.246904, -79.315313)"
Chautauqua,14701,SOUTHWESTERN SHS,Public School,No,78.0,7.0,78.0,7.0,"(42.246904, -79.315313)"
Chautauqua,14701,WASHINGTON JHS,Public School,No,27.0,8.0,27.0,8.0,"(42.246904, -79.315313)"
Chautauqua,14710,ERIE 2 BOCES CHAUTAUQUA-CATTARAUGUS HEWES CENTER BLDG C,BOCES School,No,2.0,1.0,2.0,1.0,"(42.246904, -79.315313)"
Chautauqua,14712,MAPLE GROVE JSHS,Public School,No,32.0,2.0,32.0,2.0,"(42.246904, -79.315313)"
Chautauqua,14716,BROCTON ES + MS,Public School,No,93.0,7.0,93.0,7.0,"(42.246904, -79.315313)"
Chautauqua,14716,BROCTON HS,Public School,No,48.0,7.0,48.0,7.0,"(42.246904, -79.315313)"
Chautauqua,14724,CLYMER CENTRAL SCHOOL,Public School,No,99.0,2.0,99.0,2.0,"(42.246904, -79.315313)"
Chautauqua,14738,FREWSBURG JSHS,Public School,No,67.0,11.0,67.0,11.0,"(42.246904, -79.315313)"
Chautauqua,14738,ROBERT JACKSON ES,Public School,No,88.0,7.0,88.0,7.0,"(42.246904, -79.315313)"
Chautauqua,14767,PANAMA JSHS,Public School,No,46.0,2.0,46.0,2.0,"(42.246904, -79.315313)"
Chautauqua,14781,SHERMAN ES,Public School,No,43.0,0.0,43.0,0.0,"(42.246904, -79.315313)"
Chautauqua,14787,WESTFIELD ES,Public School,No,190.0,14.0,190.0,14.0,"(42.246904, -79.315313)"
Chautauqua,14787,WESTFIELD HS,Public School,No,190.0,14.0,190.0,14.0,"(42.246904, -79.315313)"
Chautauqua,14787,WESTFIELD MS,Public School,No,190.0,14.0,190.0,14.0,"(42.246904, -79.315313)"
Chemung,14845,CENTER STREET SCHOOL,Public School,No,40.0,4.0,40.0,4.0,"(42.116644, -76.812331)"
Chemung,14845,HORSEHEADS INTERMEDIATE SCHOOL,Public School,No,52.0,4.0,52.0,4.0,"(42.116644, -76.812331)"
Chemung,14845,HORSEHEADS MIDDLE SCHOOL,Public School,No,36.0,1.0,36.0,1.0,"(42.116644, -76.812331)"
Chemung,14845,HORSEHEADS SHS,Public School,No,110.0,15.0,110.0,15.0,"(42.116644, -76.812331)"
Chemung,14871,PINE CITY SCHOOL,Public School,No,8.0,1.0,8.0,1.0,"(42.116644, -76.812331)"
Chemung,14903,COHEN ELEMENTARY SCHOOL,Public School,No,65.0,4.0,65.0,4.0,"(42.116644, -76.812331)"
Chemung,14904,ELMIRA HIGH SCHOOL,Public School,No,19.0,2.0,19.0,2.0,"(42.116644, -76.812331)"
Chenango,13155,OTSELIC VALLEY CENTRAL SCHOOL,Public School,No,38.0,2.0,38.0,2.0,"(42.481798, -75.570013)"
Chenango,13460,SHERBURNE EARLVILLE ES,Public School,No,143.0,1.0,143.0,1.0,"(42.481798, -75.570013)"
Chenango,13730,AFTON ES,Public School,No,50.0,2.0,50.0,2.0,"(42.481798, -75.570013)"
Chenango,13773,GREENE INTERMEDIATE SCHOOL,Public School,No,52.0,8.0,52.0,8.0,"(42.481798, -75.570013)"
Chenango,13773,GREENE PRIMARY SCHOOL,Public School,No,55.0,11.0,55.0,11.0,"(42.481798, -75.570013)"
Chenango,13778,GREENE HS,Public School,No,48.0,7.0,48.0,7.0,"(42.481798, -75.570013)"
Chenango,13778,GREENE MS,Public School,No,21.0,3.0,21.0,3.0,"(42.481798, -75.570013)"
Chenango,13780,GUILFORD ES,Public School,No,27.0,4.0,27.0,4.0,"(42.481798, -75.570013)"
Chenango,13815,NORWICH HS,Public School,No,67.0,13.0,67.0,13.0,"(42.481798, -75.570013)"
Chenango,13815,NORWICH MS,Public School,No,56.0,3.0,56.0,3.0,"(42.481798, -75.570013)"
Chenango,13815,PERRY BROWNE INTERMEDIATE SCHOOL,Public School,No,97.0,9.0,97.0,9.0,"(42.481798, -75.570013)"
Chenango,13815,STANFORD J GIBSON PRIMARY SCHOOL,Public School,No,112.0,4.0,112.0,4.0,"(42.481798, -75.570013)"
Clinton,12901,BAILEY AVENUE SCHOOL,Public School,No,32.0,0.0,32.0,0.0,"(44.731944, -73.548883)"
Clinton,12901,MOMOT ELEMENTARY SCHOOL,Public School,No,27.0,0.0,27.0,0.0,"(44.731944, -73.548883)"
Clinton,12901,OAK STREET ELEMENTARY,Public School,No,37.0,0.0,37.0,0.0,"(44.731944, -73.548883)"
Clinton,12901,PLATTSBURGH SHS,Public School,No,25.0,0.0,25.0,0.0,"(44.731944, -73.548883)"
Clinton,12912,AUSABLE FORKS PRIMARY SCHOOL,Public School,No,41.0,7.0,41.0,7.0,"(44.731944, -73.548883)"
Clinton,12919,NORTHEAST CLINTON SENIOR HS,Public School,No,15.0,2.0,15.0,2.0,"(44.731944, -73.548883)"
Clinton,12935,NORTHERN ADIRONDACK ELEMENTARY SCHOOL,Public School,No,84.0,0.0,84.0,0.0,"(44.731944, -73.548883)"
Clinton,12935,NORTHERN ADIRONDACK MS/HS,Public School,No,114.0,0.0,114.0,0.0,"(44.731944, -73.548883)"
Clinton,12944,KEESVILLE PRIMARY SCHOOL,Public School,No,60.0,3.0,60.0,3.0,"(44.731944, -73.548883)"
Clinton,12958,MOOERS ES,Public School,No,17.0,1.0,17.0,1.0,"(44.731944, -73.548883)"
Clinton,12962,MORRISONVILLE ES,Public School,No,36.0,2.0,36.0,2.0,"(44.731944, -73.548883)"
Clinton,12972,PERU PRIMARY SCHOOL,Public School,No,54.0,16.0,54.0,16.0,"(44.731944, -73.548883)"
Clinton,12979,ROUSES POINT ES,Public School,No,22.0,1.0,22.0,1.0,"(44.731944, -73.548883)"
Clinton,12981,SARANAC HS (and JHS for lead reporting),Public School,No,50.0,2.0,50.0,2.0,"(44.731944, -73.548883)"
Clinton,12992,BEEKMANTOWN MS,Public School,No,20.0,1.0,20.0,1.0,"(44.731944, -73.548883)"
Clinton,12992,CUMBERLAND HEAD ELEM SCHOOL,Public School,No,71.0,3.0,71.0,3.0,"(44.731944, -73.548883)"
Columbia,12037,CHATHAM HS,Public School,Yes (Entire Building),98.0,8.0,98.0,8.0,"(42.276913, -73.682168)"
Columbia,12037,MARY E DARDESS ES,Public School,Yes (Entire Building),145.0,10.0,145.0,10.0,"(42.276913, -73.682168)"
Columbia,12125,NEW LEBANON JSHS,Public School,No,42.0,4.0,42.0,4.0,"(42.276913, -73.682168)"
Columbia,12125,WALTER B HOWARD ES,Public School,No,73.0,14.0,73.0,14.0,"(42.276913, -73.682168)"
Columbia,12184,ICHABOD CRANE PRIMARY SCHOOL,Public School,No,87.0,2.0,87.0,2.0,"(42.276913, -73.682168)"
Columbia,12184,ICHABOD CRANE SHS,Public School,No,35.0,3.0,35.0,3.0,"(42.276913, -73.682168)"
Columbia,12521,TACONIC HILLS ELEMENTARY SCHOOL,Public School,No,191.0,4.0,191.0,4.0,"(42.276913, -73.682168)"
Columbia,12521,TACONIC HILLS SHS,Public School,No,208.0,10.0,208.0,10.0,"(42.276913, -73.682168)"
Columbia,12526,GERMANTOWN ELEMENTARY SCHOOL,Public School,No,19.0,9.0,19.0,9.0,"(42.276913, -73.682168)"
Columbia,12526,GERMANTOWN JUNIOR-SENIOR HIGH SCHOOL,Public School,No,9.0,2.0,9.0,2.0,"(42.276913, -73.682168)"
Cortland,13040,CINCINNATUS ELEMENTARY SCHOOL,Public School,No,52.0,1.0,52.0,1.0,"(42.597101, -76.143291)"
Cortland,13040,CINCINNATUS JSHS,Public School,No,124.0,13.0,124.0,13.0,"(42.597101, -76.143291)"
Cortland,13045,BARRY PRIMARY SCHOOL,Public School,No,64.0,7.0,64.0,7.0,"(42.597101, -76.143291)"
Cortland,13045,CORTLAND JUNIOR HIGH / HIGH SCHOOL,Public School,No,55.0,3.0,55.0,3.0,"(42.597101, -76.143291)"
Cortland,13045,ONONDAGA-CORTLAND-MADISON BOCES - CORTLAND ALTERNATIVE SCHOOL,BOCES School,No,15.0,1.0,15.0,1.0,"(42.597101, -76.143291)"
Cortland,13045,ONONDAGA-CORTLAND-MADISON BOCES - MCEVOY EDUCATION CAMPUS,BOCES School,No,65.0,2.0,65.0,2.0,"(42.597101, -76.143291)"
Cortland,13045,SMITH INTERMEDIATE SCHOOL,Public School,No,57.0,13.0,57.0,13.0,"(42.597101, -76.143291)"
Cortland,13077,HOMER ES,Public School,No,90.0,6.0,90.0,6.0,"(42.597101, -76.143291)"
Cortland,13077,HOMER INTERMEDIATE SCHOOL,Public School,No,97.0,6.0,97.0,6.0,"(42.597101, -76.143291)"
Cortland,13077,HOMER JHS,Public School,No,45.0,4.0,45.0,4.0,"(42.597101, -76.143291)"
Cortland,13077,HOMER SHS,Public School,No,63.0,8.0,63.0,8.0,"(42.597101, -76.143291)"
Cortland,13803,MARATHON ES,Public School,No,85.0,5.0,85.0,5.0,"(42.597101, -76.143291)"
Cortland,13803,MARATHON HS,Public School,No,65.0,5.0,65.0,5.0,"(42.597101, -76.143291)"
Delaware,12167,STAMFORD CENTRAL SCHOOL,Public School,No,84.0,0.0,84.0,0.0,"(42.242972, -74.997944)"
Delaware,12474,ROXBURY CENTRAL SCHOOL,Public School,No,65.0,1.0,65.0,1.0,"(42.242972, -74.997944)"
Delaware,13750,CHARLOTTE VALLEY SCHOOL,Public School,No,48.0,10.0,48.0,10.0,"(42.242972, -74.997944)"
Delaware,13753,DELAWARE ACADEMY ES,Public School,No,45.0,2.0,45.0,2.0,"(42.242972, -74.997944)"
Delaware,13753,DELAWARE ACADEMY JSHS,Public School,No,67.0,2.0,67.0,2.0,"(42.242972, -74.997944)"
Delaware,13755,DOWNSVILLE CENTRAL SCHOOL,Public School,No,42.0,2.0,42.0,2.0,"(42.242972, -74.997944)"
Delaware,13775,FRANKLIN CENTRAL SCHOOL,Public School,Yes (Partial Building),25.0,2.0,25.0,2.0,"(42.242972, -74.997944)"
Delaware,13783,HANCOCK ES,Public School,No,37.0,1.0,37.0,1.0,"(42.242972, -74.997944)"
Delaware,13838,(LEAD ONLY) SIDNEY MIDDLE SCHOOL,Public School,No,46.0,0.0,46.0,0.0,"(42.242972, -74.997944)"
Delaware,13838,SIDNEY ES,Public School,No,40.0,0.0,40.0,0.0,"(42.242972, -74.997944)"
Delaware,13838,SIDNEY HS,Public School,No,69.0,0.0,69.0,0.0,"(42.242972, -74.997944)"
Delaware,13842,SOUTH KORTRIGHT CENTRAL SCHOOL,Public School,No,66.0,1.0,66.0,1.0,"(42.242972, -74.997944)"
Delaware,13856,TOWNSEND ES,Public School,No,60.0,3.0,60.0,3.0,"(42.242972, -74.997944)"
Delaware,13856,WALTON HS,Public School,No,58.0,5.0,58.0,5.0,"(42.242972, -74.997944)"
Dutchess,12501,EUGENE BROOKS INTERMEDIATE SCHOOL,Public School,No,47.0,2.0,47.0,2.0,"(41.686216, -73.840468)"
Dutchess,12508,BEACON HS,Public School,No,40.0,2.0,40.0,2.0,"(41.686216, -73.840468)"
Dutchess,12508,J V FORRESTAL ES,Public School,No,21.0,7.0,21.0,7.0,"(41.686216, -73.840468)"
Dutchess,12508,ROMBOUT SCHOOL,Public School,No,28.0,9.0,28.0,9.0,"(41.686216, -73.840468)"
Dutchess,12508,SARGENT SCHOOL,Public School,No,22.0,10.0,22.0,10.0,"(41.686216, -73.840468)"
Dutchess,12508,SOUTH AVE SCHOOL,Public School,No,21.0,0.0,21.0,0.0,"(41.686216, -73.840468)"
Dutchess,12522,DOVER HS (AND MS FOR LEAD REPORTING ONLY),Public School,No,106.0,2.0,106.0,2.0,"(41.686216, -73.840468)"
Dutchess,12524,BRINCKERHOFF ES,Public School,No,56.0,18.0,56.0,18.0,"(41.686216, -73.840468)"
Dutchess,12524,FISHKILL ES,Public School,No,61.0,13.0,61.0,13.0,"(41.686216, -73.840468)"
Dutchess,12524,GLENHAM SCHOOL,Public School,No,28.0,8.0,28.0,8.0,"(41.686216, -73.840468)"
Dutchess,12533,GAYHEAD ES,Public School,No,100.0,14.0,100.0,14.0,"(41.686216, -73.840468)"
Dutchess,12533,JOHN JAY SHS,Public School,No,100.0,23.0,100.0,23.0,"(41.686216, -73.840468)"
Dutchess,12538,F D ROOSEVELT SHS,Public School,No,85.0,2.0,85.0,2.0,"(41.686216, -73.840468)"
